reduced_formula,mbid,test_fold,y,global_formula_spread_eV,formula_fold_size,global_fixed_bound_ae,fold_conditioned_bound_ae,pred_L1,pred_L2,pred_L3
LiFePO4,mb-mp-gap-031935,0,3.4944,3.9223999999999997,15,0.011150000000000215,0.018899999999999473,3.3881611824035645,3.56437349319458,3.4822678565979004
LiFePO4,mb-mp-gap-052755,0,3.5132999999999996,3.9223999999999997,15,0.030049999999999688,0.0,3.3881611824035645,3.366347551345825,3.5610227584838867
LiFePO4,mb-mp-gap-055042,0,3.523,3.9223999999999997,15,0.039750000000000174,0.009700000000000486,3.3881611824035645,3.434143304824829,3.480752944946289
LiFePO4,mb-mp-gap-053026,0,3.5233,3.9223999999999997,15,0.04004999999999992,0.010000000000000231,3.3881611824035645,3.492619752883911,3.4581971168518066
LiFePO4,mb-mp-gap-032938,0,3.5928999999999998,3.9223999999999997,15,0.1096499999999998,0.07960000000000012,3.3881611824035645,2.9400343894958496,3.572723388671875
LiFePO4,mb-mp-gap-024897,0,3.6337,3.9223999999999997,15,0.1504500000000002,0.1204000000000005,3.3881611824035645,4.061446189880371,3.7010703086853027
LiFePO4,mb-mp-gap-017998,0,3.6405000000000003,3.9223999999999997,15,0.15725000000000033,0.12720000000000065,3.3881611824035645,3.868091106414795,3.3825461864471436
LiFePO4,mb-mp-gap-027931,0,3.6715,3.9223999999999997,15,0.18825000000000003,0.15820000000000034,3.3881611824035645,3.3527886867523193,3.378772258758545
LiFePO4,mb-mp-gap-014832,0,3.6826,3.9223999999999997,15,0.19934999999999992,0.16930000000000023,3.3881611824035645,3.3150434494018555,3.3737101554870605
LiFePO4,mb-mp-gap-026108,1,3.1003000000000003,3.9223999999999997,11,0.3829499999999997,0.2553999999999994,3.394211769104004,3.042590379714966,3.3118629455566406
LiFePO4,mb-mp-gap-007489,1,3.1112,3.9223999999999997,11,0.37204999999999977,0.2444999999999995,3.394211769104004,3.2516767978668213,1.7486611604690552
LiFePO4,mb-mp-gap-027090,1,3.2872,3.9223999999999997,11,0.19605000000000006,0.06849999999999978,3.394211769104004,3.33744478225708,3.4737701416015625
LiFePO4,mb-mp-gap-019498,1,3.3118999999999996,3.9223999999999997,11,0.17135000000000034,0.04380000000000006,3.394211769104004,3.57960844039917,3.5034470558166504
LiFePO4,mb-mp-gap-024971,1,3.3409000000000004,3.9223999999999997,11,0.14234999999999953,0.014799999999999258,3.394211769104004,3.369276523590088,3.302154541015625
LiFePO4,mb-mp-gap-008963,1,3.3556999999999997,3.9223999999999997,11,0.12755000000000027,0.0,3.394211769104004,3.2177975177764893,3.1314914226531982
LiFePO4,mb-mp-gap-027016,1,3.3629000000000002,3.9223999999999997,11,0.12034999999999973,0.007200000000000539,3.394211769104004,3.0886900424957275,3.429347515106201
LiFePO4,mb-mp-gap-012063,1,3.3635,3.9223999999999997,11,0.1197499999999998,0.007800000000000473,3.394211769104004,2.4824652671813965,2.8553004264831543
LiFePO4,mb-mp-gap-013965,1,3.569,3.9223999999999997,11,0.08574999999999999,0.21330000000000027,3.394211769104004,3.564298391342163,3.4913861751556396
LiFePO4,mb-mp-gap-012935,1,3.6723,3.9223999999999997,11,0.18904999999999994,0.3166000000000002,3.394211769104004,2.6438398361206055,3.2717819213867188
LiFePO4,mb-mp-gap-021454,1,3.7816,3.9223999999999997,11,0.2983500000000001,0.4259000000000004,3.394211769104004,3.3315110206604004,3.5375001430511475
LiFePO4,mb-mp-gap-018109,2,2.5969,3.9223999999999997,11,0.8863499999999997,0.9269999999999996,3.3173484802246094,3.1315441131591797,3.3180012702941895
LiFePO4,mb-mp-gap-021080,2,3.045,3.9223999999999997,11,0.43825000000000003,0.4788999999999999,3.3173484802246094,3.046980619430542,2.938763380050659
LiFePO4,mb-mp-gap-023885,2,3.1047000000000002,3.9223999999999997,11,0.3785499999999997,0.4191999999999996,3.3173484802246094,3.2148900032043457,2.9722518920898438
LiFePO4,mb-mp-gap-018963,2,3.2165,3.9223999999999997,11,0.26675000000000004,0.3073999999999999,3.3173484802246094,3.3008065223693848,3.2889792919158936
LiFePO4,mb-mp-gap-011078,2,3.2763,3.9223999999999997,11,0.20694999999999997,0.24759999999999982,3.3173484802246094,3.5920584201812744,3.4249980449676514
LiFePO4,mb-mp-gap-036763,2,3.5239,3.9223999999999997,11,0.04064999999999985,0.0,3.3173484802246094,2.7064101696014404,3.5640408992767334
LiFePO4,mb-mp-gap-055882,2,3.5310000000000006,3.9223999999999997,11,0.047750000000000625,0.007100000000000772,3.3173484802246094,3.5023679733276367,3.497140645980835
LiFePO4,mb-mp-gap-021980,2,3.5322000000000005,3.9223999999999997,11,0.04895000000000049,0.00830000000000064,3.3173484802246094,3.333775043487549,3.419053792953491
LiFePO4,mb-mp-gap-052015,2,3.551,3.9223999999999997,11,0.0677500000000002,0.027100000000000346,3.3173484802246094,3.213364362716675,3.5196359157562256
LiFePO4,mb-mp-gap-024075,2,3.5669,3.9223999999999997,11,0.08365,0.04300000000000015,3.3173484802246094,3.2739803791046143,3.418253183364868
LiFePO4,mb-mp-gap-042185,2,3.6639000000000004,3.9223999999999997,11,0.18065000000000042,0.14000000000000057,3.3173484802246094,3.062272310256958,3.469519853591919
LiFePO4,mb-mp-gap-015896,3,0.0,3.9223999999999997,9,3.48325,3.4596,3.444119691848755,3.178154230117798,3.4646921157836914
LiFePO4,mb-mp-gap-008978,3,2.8914,3.9223999999999997,9,0.59185,0.5682,3.444119691848755,2.8995847702026367,3.0430030822753906
LiFePO4,mb-mp-gap-032112,3,3.3545,3.9223999999999997,9,0.12875000000000014,0.1051000000000002,3.444119691848755,3.062246322631836,3.3842058181762695
LiFePO4,mb-mp-gap-023886,3,3.4132,3.9223999999999997,9,0.07005000000000017,0.04640000000000022,3.444119691848755,3.4768905639648438,3.4835305213928223
LiFePO4,mb-mp-gap-011967,3,3.4596,3.9223999999999997,9,0.02364999999999995,0.0,3.444119691848755,3.2638278007507324,3.308800220489502
LiFePO4,mb-mp-gap-046051,3,3.4886,3.9223999999999997,9,0.005349999999999966,0.028999999999999915,3.444119691848755,3.6388349533081055,3.5781142711639404
LiFePO4,mb-mp-gap-026104,3,3.5446999999999997,3.9223999999999997,9,0.06144999999999978,0.08509999999999973,3.444119691848755,3.4887003898620605,3.55434513092041
LiFePO4,mb-mp-gap-017992,3,3.6846,3.9223999999999997,9,0.20135000000000014,0.2250000000000001,3.444119691848755,3.5424883365631104,3.2560291290283203
LiFePO4,mb-mp-gap-092450,3,3.9223999999999997,3.9223999999999997,9,0.4391499999999997,0.46279999999999966,3.444119691848755,3.783933401107788,3.813742160797119
LiFePO4,mb-mp-gap-014935,4,3.1186999999999996,3.9223999999999997,18,0.3645500000000004,0.3780000000000001,3.27046275138855,3.17326283454895,3.258744955062866
LiFePO4,mb-mp-gap-014477,4,3.1854999999999998,3.9223999999999997,18,0.2977500000000002,0.3111999999999999,3.27046275138855,3.3417434692382812,3.376722574234009
LiFePO4,mb-mp-gap-034784,4,3.3621,3.9223999999999997,18,0.12115000000000009,0.13459999999999983,3.27046275138855,2.9977760314941406,3.4215314388275146
LiFePO4,mb-mp-gap-030053,4,3.3899,3.9223999999999997,18,0.09335000000000004,0.10679999999999978,3.27046275138855,3.096520185470581,3.378086566925049
LiFePO4,mb-mp-gap-008964,4,3.3973,3.9223999999999997,18,0.08594999999999997,0.09939999999999971,3.27046275138855,3.50791335105896,2.9977169036865234
LiFePO4,mb-mp-gap-010978,4,3.4131,3.9223999999999997,18,0.07014999999999993,0.08359999999999967,3.27046275138855,3.6451685428619385,3.390040636062622
LiFePO4,mb-mp-gap-053025,4,3.4253000000000005,3.9223999999999997,18,0.0579499999999995,0.07139999999999924,3.27046275138855,3.315392017364502,3.4903266429901123
LiFePO4,mb-mp-gap-051124,4,3.4778999999999995,3.9223999999999997,18,0.00535000000000041,0.01880000000000015,3.27046275138855,3.44515061378479,3.531663656234741
LiFePO4,mb-mp-gap-055883,4,3.4966999999999997,3.9223999999999997,18,0.01344999999999974,0.0,3.27046275138855,3.4197046756744385,3.506856679916382
LiFePO4,mb-mp-gap-057086,4,3.4966999999999997,3.9223999999999997,18,0.01344999999999974,0.0,3.27046275138855,3.522183895111084,3.4337897300720215
LiFePO4,mb-mp-gap-014853,4,3.4999000000000002,3.9223999999999997,18,0.016650000000000276,0.0032000000000005357,3.27046275138855,3.1996872425079346,3.12919282913208
LiFePO4,mb-mp-gap-021930,4,3.5158,3.9223999999999997,18,0.03255000000000008,0.01910000000000034,3.27046275138855,3.25239896774292,3.6401302814483643
LiFePO4,mb-mp-gap-057997,4,3.5227000000000004,3.9223999999999997,18,0.03945000000000043,0.02600000000000069,3.27046275138855,3.2783334255218506,3.4358997344970703
LiFePO4,mb-mp-gap-028856,4,3.5691000000000006,3.9223999999999997,18,0.08585000000000065,0.07240000000000091,3.27046275138855,3.414886713027954,3.4918277263641357
LiFePO4,mb-mp-gap-060958,4,3.5877000000000003,3.9223999999999997,18,0.10445000000000038,0.09100000000000064,3.27046275138855,3.354672431945801,3.424893617630005
LiFePO4,mb-mp-gap-032762,4,3.6103,3.9223999999999997,18,0.1270500000000001,0.11360000000000037,3.27046275138855,3.33377742767334,3.3344712257385254
LiFePO4,mb-mp-gap-021084,4,3.6117999999999997,3.9223999999999997,18,0.12854999999999972,0.11509999999999998,3.27046275138855,3.64121150970459,3.36357045173645
LiFePO4,mb-mp-gap-025953,4,3.6497,3.9223999999999997,18,0.1664500000000002,0.15300000000000047,3.27046275138855,3.219216823577881,3.4862940311431885
Li2FeF4,mb-mp-gap-022123,0,3.6247,3.8539,3,0.03509999999999991,0.01869999999999994,3.4294939041137695,2.8623180389404297,3.5063676834106445
Li2FeF4,mb-mp-gap-013107,0,3.6433999999999997,3.8539,3,0.05379999999999985,0.0,3.4294939041137695,3.548300266265869,3.4714183807373047
Li2FeF4,mb-mp-gap-024184,0,3.6637000000000004,3.8539,3,0.0741000000000005,0.02030000000000065,3.4294939041137695,3.4442737102508545,3.7666492462158203
Li2FeF4,mb-mp-gap-028170,1,0.0,3.8539,6,3.5896,3.3294,3.500307559967041,2.963627815246582,3.562772750854492
Li2FeF4,mb-mp-gap-026147,1,2.565,3.8539,6,1.0246,0.7644000000000002,3.500307559967041,3.348849058151245,3.561243772506714
Li2FeF4,mb-mp-gap-017131,1,3.3033,3.8539,6,0.2862999999999998,0.026100000000000012,3.500307559967041,3.398392915725708,3.642587661743164
Li2FeF4,mb-mp-gap-020131,1,3.3555,3.8539,6,0.23409999999999975,0.026100000000000012,3.500307559967041,3.238067865371704,3.718759059906006
Li2FeF4,mb-mp-gap-044158,1,3.5922,3.8539,6,0.0026000000000001577,0.2627999999999999,3.500307559967041,3.367908239364624,3.6396615505218506
Li2FeF4,mb-mp-gap-044182,1,3.7024,3.8539,6,0.11280000000000001,0.3729999999999998,3.500307559967041,3.5705771446228027,3.6776223182678223
Li2FeF4,mb-mp-gap-011205,2,2.6491,3.8539,7,0.9405000000000001,0.9441000000000002,3.281338691711426,3.4908607006073,3.2685916423797607
Li2FeF4,mb-mp-gap-023121,2,3.0891,3.8539,7,0.5004999999999997,0.5040999999999998,3.281338691711426,3.2138891220092773,3.0681498050689697
Li2FeF4,mb-mp-gap-009180,2,3.3475,3.8539,7,0.24209999999999976,0.2456999999999998,3.281338691711426,3.2135043144226074,3.2726566791534424
Li2FeF4,mb-mp-gap-054178,2,3.5932,3.8539,7,0.0036000000000000476,0.0,3.281338691711426,3.0179717540740967,3.780904531478882
Li2FeF4,mb-mp-gap-045135,2,3.6837,3.8539,7,0.09410000000000007,0.09050000000000002,3.281338691711426,3.1765007972717285,3.6578915119171143
Li2FeF4,mb-mp-gap-045139,2,3.7132,3.8539,7,0.12360000000000015,0.1200000000000001,3.281338691711426,3.217500686645508,3.627624750137329
Li2FeF4,mb-mp-gap-019106,2,3.8539,3.8539,7,0.2643,0.26069999999999993,3.281338691711426,3.592327117919922,3.5238778591156006
Li2FeF4,mb-mp-gap-022462,3,3.0776,3.8539,4,0.512,0.359,3.293816566467285,2.8039939403533936,3.1335363388061523
Li2FeF4,mb-mp-gap-012122,3,3.3952,3.8539,4,0.1943999999999999,0.04139999999999988,3.293816566467285,3.7430214881896973,3.3749771118164062
Li2FeF4,mb-mp-gap-008146,3,3.4779999999999998,3.8539,4,0.11160000000000014,0.04139999999999988,3.293816566467285,3.1429431438446045,3.150339126586914
Li2FeF4,mb-mp-gap-028133,3,3.587,3.8539,4,0.0025999999999997137,0.1504000000000003,3.293816566467285,3.5642268657684326,3.5772459506988525
Li2FeF4,mb-mp-gap-022104,4,3.5784000000000002,3.8539,4,0.011199999999999655,0.021300000000000097,3.252786636352539,3.4687254428863525,3.3182642459869385
Li2FeF4,mb-mp-gap-019097,4,3.5929,3.8539,4,0.0033000000000003027,0.006800000000000139,3.252786636352539,3.6194911003112793,3.8726232051849365
Li2FeF4,mb-mp-gap-030158,4,3.6065,3.8539,4,0.016900000000000137,0.006799999999999695,3.252786636352539,3.4263205528259277,3.6748321056365967
Li2FeF4,mb-mp-gap-047150,4,3.6802,3.8539,4,0.09060000000000024,0.0804999999999998,3.252786636352539,3.6921818256378174,3.7382681369781494
Ca2HfO4,mb-mp-gap-044983,1,0.0,3.8409999999999997,1,1.9204999999999999,0.0,3.771460771560669,4.10222864151001,4.3146209716796875
Ca2HfO4,mb-mp-gap-065012,3,3.8409999999999997,3.8409999999999997,1,1.9204999999999999,0.0,2.093437433242798,2.9398975372314453,3.062901735305786
LiNbO3,mb-mp-gap-005065,0,0.0,3.7460999999999998,1,3.0306,0.0,2.679563522338867,1.4144208431243896,1.1554068326950073
LiNbO3,mb-mp-gap-060992,1,3.0231000000000003,3.7460999999999998,3,0.00749999999999984,0.01499999999999968,2.568603754043579,3.0710740089416504,3.2088871002197266
LiNbO3,mb-mp-gap-056997,1,3.0381,3.7460999999999998,3,0.00749999999999984,0.0,2.568603754043579,3.069340467453003,3.0799660682678223
LiNbO3,mb-mp-gap-053465,1,3.1517,3.7460999999999998,3,0.12109999999999976,0.11359999999999992,2.568603754043579,2.733250856399536,2.951639175415039
LiNbO3,mb-mp-gap-059991,2,2.9835000000000003,3.7460999999999998,1,0.04709999999999992,0.0,2.771021842956543,2.7734153270721436,2.982060670852661
LiNbO3,mb-mp-gap-057979,3,2.9621,3.7460999999999998,3,0.06850000000000023,0.4570000000000003,2.3508262634277344,2.600538492202759,2.7261035442352295
LiNbO3,mb-mp-gap-037996,3,3.4191000000000003,3.7460999999999998,3,0.38850000000000007,0.0,2.3508262634277344,2.1521360874176025,3.050210475921631
LiNbO3,mb-mp-gap-047280,3,3.7460999999999998,3.7460999999999998,3,0.7154999999999996,0.3269999999999995,2.3508262634277344,2.6380388736724854,3.4290456771850586
LiNbO3,mb-mp-gap-038829,4,2.3243,3.7460999999999998,4,0.7063000000000001,0.7152000000000003,2.6461894512176514,2.031855583190918,0.002743467688560486
LiNbO3,mb-mp-gap-042141,4,2.7432,3.7460999999999998,4,0.2874000000000003,0.29630000000000045,2.6461894512176514,2.830940008163452,2.7322335243225098
LiNbO3,mb-mp-gap-090063,4,3.3358000000000003,3.7460999999999998,4,0.30520000000000014,0.2963,2.6461894512176514,3.4992923736572266,3.2630789279937744
LiNbO3,mb-mp-gap-031912,4,3.456,3.7460999999999998,4,0.4253999999999998,0.41649999999999965,2.6461894512176514,2.6462221145629883,2.7164034843444824
MgH2,mb-mp-gap-039333,0,2.7285000000000004,3.7097,1,0.3754000000000004,0.0,2.0989980697631836,2.605340003967285,2.488115072250366
MgH2,mb-mp-gap-014695,1,1.9527999999999999,3.7097,1,0.4003000000000001,0.0,2.2407290935516357,2.437943696975708,2.0531723499298096
MgH2,mb-mp-gap-005259,2,0.0,3.7097,1,2.3531,0.0,2.7691104412078857,1.967427372932434,1.7542850971221924
MgH2,mb-mp-gap-033858,4,2.0783,3.7097,4,0.27479999999999993,0.9124500000000002,1.4618362188339233,1.8068145513534546,3.011908769607544
MgH2,mb-mp-gap-034848,4,2.3531,3.7097,4,0.0,0.6376500000000003,1.4618362188339233,1.8528306484222412,3.008148193359375
MgH2,mb-mp-gap-069692,4,3.6284,3.7097,4,1.2753,0.6376499999999998,1.4618362188339233,2.6795542240142822,3.3381478786468506
MgH2,mb-mp-gap-089026,4,3.7097,3.7097,4,1.3566000000000003,0.71895,1.4618362188339233,2.5984909534454346,3.6129188537597656
KH4O4F,mb-mp-gap-037196,1,0.6646000000000001,3.6982,1,1.8491,0.0,4.625762462615967,3.6160707473754883,1.2296946048736572
KH4O4F,mb-mp-gap-035518,4,4.3628,3.6982,1,1.8491,0.0,5.090044021606445,4.584790229797363,4.116466999053955
Na2LiFePCO7,mb-mp-gap-046139,0,3.6296999999999997,3.6902,2,0.00254999999999983,0.018400000000000194,3.212611198425293,3.139695167541504,3.6827545166015625
Na2LiFePCO7,mb-mp-gap-048112,0,3.6665,3.6902,2,0.03935000000000022,0.018400000000000194,3.212611198425293,3.303597927093506,3.6065292358398438
Na2LiFePCO7,mb-mp-gap-048110,2,0.0024999999999999467,3.6902,2,3.62465,1.8451,3.770536422729492,3.648855686187744,3.5839598178863525
Na2LiFePCO7,mb-mp-gap-049347,2,3.6927,3.6902,2,0.06555,1.8451,3.770536422729492,3.7413995265960693,3.628237247467041
Na2LiFePCO7,mb-mp-gap-049344,3,3.6088,3.6902,2,0.018349999999999866,0.007899999999999796,3.3054299354553223,3.430189847946167,3.6031289100646973
Na2LiFePCO7,mb-mp-gap-049343,3,3.6246,3.6902,2,0.00254999999999983,0.00790000000000024,3.3054299354553223,3.53674054145813,3.671326160430908
Na2LiFePCO7,mb-mp-gap-051128,4,3.5714999999999995,3.6902,2,0.05565000000000042,0.047699999999999854,3.2773847579956055,2.9332387447357178,3.617220878601074
Na2LiFePCO7,mb-mp-gap-050349,4,3.6668999999999996,3.6902,2,0.03974999999999973,0.0477000000000003,3.2773847579956055,3.653334379196167,3.6378376483917236
LiNi4(PO4)3,mb-mp-gap-028197,0,2.2887,3.6489000000000003,5,0.6044,0.8641000000000001,2.245283365249634,2.155860185623169,3.0993924140930176
LiNi4(PO4)3,mb-mp-gap-032020,0,2.8931,3.6489000000000003,5,0.0,0.25970000000000004,2.245283365249634,2.2919366359710693,2.907315254211426
LiNi4(PO4)3,mb-mp-gap-019901,0,3.1528,3.6489000000000003,5,0.25970000000000004,0.0,2.245283365249634,2.7798030376434326,3.143057346343994
LiNi4(PO4)3,mb-mp-gap-009912,0,3.2862,3.6489000000000003,5,0.3931,0.13339999999999996,2.245283365249634,2.2647900581359863,3.1783690452575684
LiNi4(PO4)3,mb-mp-gap-043814,0,3.6545,3.6489000000000003,5,0.7614000000000001,0.5017,2.245283365249634,2.120330572128296,0.4555375874042511
LiNi4(PO4)3,mb-mp-gap-026207,2,2.1919999999999997,3.6489000000000003,2,0.7011000000000003,0.6260499999999998,2.624204635620117,2.1111679077148438,0.23061317205429077
LiNi4(PO4)3,mb-mp-gap-031198,2,3.4440999999999997,3.6489000000000003,2,0.5509999999999997,0.6260500000000002,2.624204635620117,2.258289337158203,3.2871768474578857
LiNi4(PO4)3,mb-mp-gap-025210,4,0.005599999999999827,3.6489000000000003,2,2.8875,1.2376000000000003,2.9298956394195557,2.02600359916687,3.141408681869507
LiNi4(PO4)3,mb-mp-gap-031197,4,2.4808000000000003,3.6489000000000003,2,0.41229999999999967,1.2376000000000003,2.9298956394195557,2.3851101398468018,2.9513862133026123
H10S(NO2)2,mb-mp-gap-005094,3,1.2048,3.6473,1,1.8236500000000002,0.0,4.9319586753845215,3.9373152256011963,3.27897310256958
H10S(NO2)2,mb-mp-gap-057019,4,4.8521,3.6473,1,1.8236499999999998,0.0,2.8089678287506104,4.5107550621032715,4.880883693695068
BN,mb-mp-gap-001961,0,1.5764,3.6318999999999995,3,2.8112999999999997,1.6731000000000003,4.444539546966553,4.571072578430176,4.403228759765625
BN,mb-mp-gap-062023,0,3.2495000000000003,3.6318999999999995,3,1.1381999999999994,0.0,4.444539546966553,4.567598819732666,4.369418621063232
BN,mb-mp-gap-062915,0,4.4189,3.6318999999999995,3,0.031200000000000117,1.1693999999999996,4.444539546966553,4.293596267700195,4.3685102462768555
BN,mb-mp-gap-090886,2,4.2732,3.6318999999999995,1,0.1144999999999996,0.0,3.743838310241699,3.320986032485962,4.4139580726623535
BN,mb-mp-gap-064929,3,3.9688999999999997,3.6318999999999995,3,0.41880000000000006,0.41880000000000006,3.75063157081604,3.120347023010254,4.277782440185547
BN,mb-mp-gap-064673,3,4.3877,3.6318999999999995,3,0.0,0.0,3.75063157081604,3.1645572185516357,4.277865409851074
BN,mb-mp-gap-070178,3,4.4806,3.6318999999999995,3,0.0929000000000002,0.0929000000000002,3.75063157081604,3.0137643814086914,4.277919769287109
BN,mb-mp-gap-017742,4,4.4506,3.6318999999999995,2,0.06289999999999996,0.3788499999999999,3.637876510620117,4.666800022125244,3.1463496685028076
BN,mb-mp-gap-010749,4,5.2082999999999995,3.6318999999999995,2,0.8205999999999998,0.3788499999999999,3.637876510620117,4.842104911804199,3.169504404067993
Rb3FeF6,mb-mp-gap-072205,4,0.0,3.6108,2,1.8054,1.8054,3.8588945865631104,3.7373993396759033,3.856677293777466
Rb3FeF6,mb-mp-gap-028534,4,3.6108,3.6108,2,1.8054,1.8054,3.8588945865631104,3.065070867538452,3.518725633621216
P,mb-mp-gap-005937,0,0.0,3.605,3,1.06675,0.0,1.8411338329315186,1.0348399877548218,0.0
P,mb-mp-gap-010818,0,0.0,3.605,3,1.06675,0.0,1.8411338329315186,1.3620131015777588,0.030117012560367584
P,mb-mp-gap-063920,0,1.8454000000000002,3.605,3,0.7786500000000001,1.8454000000000002,1.8411338329315186,1.2991392612457275,1.564638376235962
P,mb-mp-gap-080555,1,1.9402000000000004,3.605,1,0.8734500000000003,0.0,1.35087251663208,2.2938318252563477,1.9458280801773071
P,mb-mp-gap-014680,2,0.0,3.605,3,1.06675,0.8832,0.8552986979484558,0.25405776500701904,0.0031685680150985718
P,mb-mp-gap-032247,2,0.8832,3.605,3,0.1835500000000001,0.0,0.8552986979484558,0.9164419174194336,1.4962923526763916
P,mb-mp-gap-000944,2,3.5354,3.605,3,2.4686500000000002,2.6522,0.8552986979484558,0.9051380157470703,3.561068534851074
P,mb-mp-gap-038735,3,0.010399999999999743,3.605,2,1.0563500000000003,1.7973000000000001,1.167399287223816,1.1424274444580078,1.066264271736145
P,mb-mp-gap-000618,3,3.605,3.605,2,2.5382499999999997,1.7973000000000001,1.167399287223816,3.204526662826538,3.481933832168579
P,mb-mp-gap-021344,4,1.2503000000000002,3.605,1,0.1835500000000001,0.0,1.249208688735962,1.3630518913269043,1.834836721420288
LaGaO3,mb-mp-gap-036821,1,3.1939,3.5832999999999995,1,0.0923500000000006,0.0,2.495789051055908,2.5938186645507812,3.2155566215515137
LaGaO3,mb-mp-gap-036315,2,3.3743000000000007,3.5832999999999995,1,0.08804999999999996,0.0,2.5837626457214355,2.332732915878296,3.107997179031372
LaGaO3,mb-mp-gap-036776,3,3.3762999999999996,3.5832999999999995,2,0.09004999999999885,0.10360000000000014,2.688368558883667,3.4405882358551025,3.2481751441955566
LaGaO3,mb-mp-gap-039857,3,3.5835,3.5832999999999995,2,0.2972499999999991,0.10360000000000014,2.688368558883667,2.486158609390259,0.1874215304851532
LaGaO3,mb-mp-gap-009404,4,0.00020000000000042206,3.5832999999999995,2,3.2860500000000004,1.5990000000000002,3.2221338748931885,2.321788787841797,2.904235601425171
LaGaO3,mb-mp-gap-036426,4,3.198200000000001,3.5832999999999995,2,0.08804999999999996,1.5990000000000002,3.2221338748931885,2.8199262619018555,2.677903652191162
CdSe,mb-mp-gap-068229,0,0.56,3.5799000000000003,1,0.0,0.0,0.9929516315460205,1.8021867275238037,0.7416921257972717
CdSe,mb-mp-gap-000447,2,0.0,3.5799000000000003,1,0.56,0.0,1.0438768863677979,0.777692437171936,0.13334035873413086
CdSe,mb-mp-gap-099557,4,3.5799000000000003,3.5799000000000003,1,3.0199000000000003,0.0,0.43663468956947327,0.5293178558349609,0.46597495675086975
CeP5O14,mb-mp-gap-066825,1,0.10029999999999983,3.5492999999999997,1,1.7746499999999998,0.0,2.84797739982605,0.9096313118934631,4.766765117645264
CeP5O14,mb-mp-gap-104475,4,3.6495999999999995,3.5492999999999997,1,1.7746499999999998,0.0,1.2387077808380127,0.0,4.977936267852783
Li8MnFe7(BO3)8,mb-mp-gap-065078,0,3.116,3.4757999999999996,4,0.03359999999999985,0.04624999999999968,3.0389440059661865,3.135605812072754,3.164196014404297
Li8MnFe7(BO3)8,mb-mp-gap-069125,0,3.1564999999999994,3.4757999999999996,4,0.006899999999999462,0.005750000000000366,3.0389440059661865,2.6214964389801025,3.1681482791900635
Li8MnFe7(BO3)8,mb-mp-gap-062309,0,3.168,3.4757999999999996,4,0.018400000000000194,0.005750000000000366,3.0389440059661865,2.7944319248199463,3.1717278957366943
Li8MnFe7(BO3)8,mb-mp-gap-069122,0,3.1706000000000003,3.4757999999999996,4,0.02100000000000035,0.008350000000000524,3.0389440059661865,3.047412395477295,3.1434030532836914
Li8MnFe7(BO3)8,mb-mp-gap-069121,1,3.1051,3.4757999999999996,3,0.04449999999999976,0.04449999999999976,2.8948702812194824,3.026359796524048,3.149808168411255
Li8MnFe7(BO3)8,mb-mp-gap-069282,1,3.1496,3.4757999999999996,3,0.0,0.0,2.8948702812194824,3.1854472160339355,3.160423994064331
Li8MnFe7(BO3)8,mb-mp-gap-064150,1,3.4776,3.4757999999999996,3,0.32799999999999985,0.32799999999999985,2.8948702812194824,2.4162235260009766,3.1302483081817627
Li8MnFe7(BO3)8,mb-mp-gap-068271,2,3.1513,3.4757999999999996,3,0.0017000000000000348,0.014100000000000001,2.8896548748016357,3.1514830589294434,3.1720433235168457
Li8MnFe7(BO3)8,mb-mp-gap-064133,2,3.1654,3.4757999999999996,3,0.015800000000000036,0.0,2.8896548748016357,2.083923101425171,3.1464083194732666
Li8MnFe7(BO3)8,mb-mp-gap-062310,2,3.1817,3.4757999999999996,3,0.03210000000000024,0.016300000000000203,2.8896548748016357,2.682069778442383,3.1621289253234863
Li8MnFe7(BO3)8,mb-mp-gap-065131,3,0.0018000000000002458,3.4757999999999996,5,3.1477999999999997,3.1239999999999997,2.994628429412842,2.2780516147613525,3.197721481323242
Li8MnFe7(BO3)8,mb-mp-gap-069133,3,3.0650999999999997,3.4757999999999996,5,0.08450000000000024,0.0607000000000002,2.994628429412842,2.729393720626831,3.1556315422058105
Li8MnFe7(BO3)8,mb-mp-gap-063095,3,3.1258,3.4757999999999996,5,0.023800000000000043,0.0,2.994628429412842,2.9927120208740234,3.1913630962371826
Li8MnFe7(BO3)8,mb-mp-gap-065128,3,3.1364,3.4757999999999996,5,0.013199999999999878,0.010600000000000165,2.994628429412842,2.8666470050811768,3.1655521392822266
Li8MnFe7(BO3)8,mb-mp-gap-070131,3,3.1743000000000006,3.4757999999999996,5,0.02470000000000061,0.048500000000000654,2.994628429412842,2.984771490097046,3.1661109924316406
Li8MnFe7(BO3)8,mb-mp-gap-069140,4,3.1002,3.4757999999999996,2,0.04939999999999989,0.02279999999999971,2.9435369968414307,3.2266032695770264,3.1570136547088623
Li8MnFe7(BO3)8,mb-mp-gap-069128,4,3.1457999999999995,3.4757999999999996,2,0.0038000000000004697,0.02279999999999971,2.9435369968414307,3.174297571182251,3.158437728881836
Re2O7,mb-mp-gap-004232,0,0.05119999999999991,3.4174999999999995,1,2.6240000000000006,0.0,2.9182302951812744,0.5496647953987122,0.6288254857063293
Re2O7,mb-mp-gap-089191,1,2.6752000000000002,3.4174999999999995,1,0.0,0.0,1.7084487676620483,2.260488271713257,2.20687198638916
