feature,group,fold_0,fold_1,fold_2,fold_3,fold_4,mean,std,rank
mean q6 CN_10,Coordination fingerprint,0.002856419887,0.003533615498,0.003341673175,0.003237052588,0.003008777276,0.003195507918,0.000267981348,188
mean q6 CN_11,Coordination fingerprint,0.002804874210,0.003553035669,0.003871497698,0.003255200107,0.002455874812,0.003188096685,0.000567390642,189
crystal_system_tetragonal,Global symmetry,0.003130577737,0.001912507112,0.004552873783,0.003513164585,0.002442138037,0.003110252321,0.001015489805,190
std_dev q6 CN_9,Coordination fingerprint,0.002052141586,0.004805102479,0.001934970729,0.003662279109,0.002315936610,0.002954086056,0.001243697479,191
mean q2 CN_9,Coordination fingerprint,0.002724074759,0.002317036269,0.003283631057,0.002970957430,0.003123616334,0.002883863170,0.000378056371,192
MagpieData avg_dev NfUnfilled,Unfilled orbitals (comp),0.002705240157,0.001899294672,0.003612323198,0.002844551811,0.002965338295,0.002805349650,0.000614267250,193
std_dev wt CN_10,Coordination fingerprint,0.003254357027,0.001754259691,0.001500307932,0.003511511721,0.003932160791,0.002790519502,0.001092794584,194
MagpieData minimum Column,Periodic position (comp),0.002334722085,0.003427607240,0.002942398423,0.003231710754,0.001933697262,0.002774027176,0.000625326589,195
mean q2 CN_10,Coordination fingerprint,0.002135265153,0.001940574148,0.002338178921,0.003613200737,0.003419245128,0.002689292654,0.000770915591,196
MagpieData mode GSvolume_pa,Atomic size (comp),0.001682650531,0.002588219708,0.003401095746,0.001917778049,0.003753029741,0.002668554895,0.000902057218,197
mean wt CN_9,Coordination fingerprint,0.002425940474,0.003373784712,0.002709577791,0.002164595295,0.002425275277,0.002619834617,0.000463461358,198
crystal_system_orthorhombic,Global symmetry,0.002209616592,0.002906634239,0.002318124520,0.003158808453,0.002479631687,0.002614563098,0.000403600221,199
std_dev q2 CN_12,Coordination fingerprint,0.002799547743,0.001778310514,0.003153327852,0.002994451206,0.002346075140,0.002614342608,0.000556822633,200
std_dev wt CN_12,Coordination fingerprint,0.001604928053,0.003917219117,0.002373752184,0.003171517747,0.001464646659,0.002506412799,0.001042627613,201
mean q2 CN_12,Coordination fingerprint,0.001832613139,0.002650244627,0.002324075904,0.002904014196,0.002709522611,0.002484094119,0.000419758901,202
std_dev q6 CN_12,Coordination fingerprint,0.003205898684,0.001958525274,0.002525402931,0.002337443409,0.002379738260,0.002481401665,0.000455875852,203
std_dev q6 CN_10,Coordination fingerprint,0.001784115331,0.002787941834,0.002848236356,0.002871054690,0.002087218687,0.002475713380,0.000505418342,204
mean q4 CN_9,Coordination fingerprint,0.001894694287,0.002574178157,0.002162924968,0.003693481209,0.001700680936,0.002405191772,0.000791183091,205
std_dev q2 CN_11,Coordination fingerprint,0.002044045366,0.002389665460,0.001986675197,0.001535492716,0.003886743216,0.002368524438,0.000901453372,206
std_dev q4 CN_12,Coordination fingerprint,0.003268488916,0.001749345334,0.002560188062,0.002531989710,0.001655856962,0.002353173913,0.000663982588,207
mean q6 CN_12,Coordination fingerprint,0.001515059033,0.002768493956,0.002016421407,0.002750260057,0.002342463937,0.002278539585,0.000528741512,208
mean wt CN_12,Coordination fingerprint,0.002666847548,0.001788229099,0.002043910325,0.002805533353,0.001915008994,0.002243905794,0.000461009156,209
mean q4 CN_12,Coordination fingerprint,0.001640418661,0.001485601300,0.002631787211,0.003202624852,0.001990063582,0.002190099331,0.000717421935,210
std_dev wt CN_16,Coordination fingerprint,0.002111944137,0.001523359562,0.001875277027,0.002433045069,0.002477217466,0.002084168606,0.000398470875,211
std_dev wt CN_13,Coordination fingerprint,0.002087252680,0.002035235520,0.001973441336,0.002048122697,0.001718732878,0.001972557046,0.000147666287,212
std_dev wt CN_11,Coordination fingerprint,0.001902970835,0.002046344336,0.000866624701,0.002862666734,0.001743560657,0.001884433441,0.000714016613,213
MagpieData avg_dev NfValence,d/p electron count (comp),0.002085881308,0.002324227011,0.001289962907,0.001727387891,0.001990858000,0.001883663470,0.000394772505,214
mean wt CN_14,Coordination fingerprint,0.001858849311,0.002826036885,0.001673492603,0.001646917313,0.001404355513,0.001881930279,0.000551956764,215
std_dev q4 CN_11,Coordination fingerprint,0.001809648471,0.002772692591,0.001824172330,0.001271477086,0.001654001884,0.001866398379,0.000553492631,216
mean q4 CN_11,Coordination fingerprint,0.003154069185,0.001389045268,0.001288928674,0.001956414431,0.001542035840,0.001866098726,0.000763666641,217
MagpieData mean NfValence,d/p electron count (comp),0.001974016661,0.001538016135,0.001476465375,0.001860822784,0.002314345445,0.001832733280,0.000341498642,218
MagpieData maximum SpaceGroupNumber,Periodic position (comp),0.001787308254,0.001588963787,0.001749538002,0.001969991019,0.001678626752,0.001754885539,0.000142034885,219
std_dev wt CN_14,Coordination fingerprint,0.001557595562,0.001940172398,0.001797001343,0.001341187977,0.002069304464,0.001741052256,0.000293290155,220
mean wt CN_11,Coordination fingerprint,0.003140385263,0.000971832022,0.001274009817,0.001210897230,0.001982983202,0.001716021448,0.000880968699,221
dimensionality,Dimensionality,0.002683989005,0.001865077182,0.001650764956,0.001287286170,0.000985648599,0.001694553182,0.000647763663,222
mean wt CN_13,Coordination fingerprint,0.001722150831,0.001393776154,0.001741832122,0.001578756957,0.001915681059,0.001670439378,0.000195488290,223
mean q2 CN_11,Coordination fingerprint,0.001468345756,0.002755936934,0.001155555830,0.001515577780,0.001412717625,0.001661626855,0.000627348840,224
std_dev q6 CN_11,Coordination fingerprint,0.001472428790,0.001836593612,0.001508407760,0.001507692155,0.001808448462,0.001626714133,0.000179613024,225
MagpieData mode Column,Periodic position (comp),0.001003408455,0.002293506870,0.000961590209,0.003113976913,0.000639820239,0.001602460630,0.001055755769,226
mean wt CN_16,Coordination fingerprint,0.001547441003,0.001443511341,0.001353712287,0.001641960349,0.001948330668,0.001586991129,0.000229214726,227
MagpieData range NpValence,d/p electron count (comp),0.001616777270,0.001508568879,0.001737860497,0.001508529298,0.001539234654,0.001582194120,0.000097622629,228
mean wt CN_15,Coordination fingerprint,0.001539157121,0.001654316788,0.001871644519,0.001237926073,0.001472893753,0.001555187628,0.000233267929,229
MagpieData minimum AtomicWeight,Atomic size (comp),0.001532122726,0.001450156560,0.000622043503,0.001685084775,0.002381486353,0.001534178737,0.000628442038,230
MagpieData mode GSbandgap,Band-gap prior (comp),0.001936445129,0.001396644278,0.001227126108,0.001351633109,0.001150929951,0.001412555692,0.000308730057,231
MagpieData mode SpaceGroupNumber,Periodic position (comp),0.001325711841,0.001232998096,0.000836443796,0.001315775444,0.002214721637,0.001385130221,0.000505164207,232
crystal_system_monoclinic,Global symmetry,0.001289718202,0.001326780068,0.001317388262,0.001176445396,0.001089310623,0.001239928533,0.000103365943,233
MagpieData mode Number,Periodic position (comp),0.000821542635,0.001241517602,0.001063029515,0.001479842933,0.001374916057,0.001196169760,0.000261031091,234
std_dev wt CN_15,Coordination fingerprint,0.000930311217,0.001075308188,0.001540291822,0.001261532656,0.000927804562,0.001147049712,0.000258812943,235
mean wt CN_18,Coordination fingerprint,0.001088989549,0.001376049244,0.000716271868,0.000654553471,0.000939403137,0.000955053431,0.000292719225,236
MagpieData range Row,Atomic size (comp),0.000855902093,0.000672507042,0.001249657595,0.000939703779,0.000744433666,0.000892440905,0.000224415737,237
std_dev wt CN_18,Coordination fingerprint,0.001069928287,0.000696184579,0.000595475838,0.000582759501,0.001086969511,0.000806263532,0.000252397411,238
MagpieData mode NpUnfilled,Unfilled orbitals (comp),0.000644998916,0.000541082874,0.000662322273,0.001185152214,0.000812706945,0.000769252656,0.000251890480,239
crystal_system_triclinic,Global symmetry,0.000230726859,0.001331503154,0.001046212041,0.000706903927,0.000436758361,0.000750420906,0.000445956510,240
std_dev wt CN_17,Coordination fingerprint,0.000526841439,0.000586840964,0.000525201031,0.000755679037,0.000576729828,0.000594258483,0.000094515679,241
mean wt CN_17,Coordination fingerprint,0.000525402254,0.000471380074,0.000401953934,0.000764116063,0.000643540348,0.000561278546,0.000143756086,242
MagpieData mode NValence,Valence total (comp),0.000827624172,0.000501002010,0.000260915171,0.000656014541,0.000555168604,0.000560144894,0.000208444966,243
MagpieData mode NUnfilled,Unfilled orbitals (comp),0.000370229158,0.000377603807,0.000390381290,0.000685607141,0.000758680573,0.000516500382,0.000189632468,244
MagpieData mode NpValence,d/p electron count (comp),0.000858856831,0.000823985727,0.000224541523,0.000232628779,0.000323124608,0.000492627558,0.000320983992,245
crystal_system_hexagonal,Global symmetry,0.000291065866,0.000398272910,0.000486407487,0.000805875519,0.000464418816,0.000489208149,0.000192633175,246
MagpieData minimum GSbandgap,Band-gap prior (comp),0.000313180644,0.000575229875,0.000224484640,0.000416131748,0.000566937786,0.000419192889,0.000154382127,247
MagpieData maximum NsUnfilled,Unfilled orbitals (comp),0.000655090436,0.000313536380,0.000361967948,0.000317843427,0.000336857047,0.000397059048,0.000145505168,248
MagpieData mode AtomicWeight,Atomic size (comp),0.000343083113,0.000342937914,0.000302921369,0.000372033741,0.000281629211,0.000328521070,0.000035942459,249
mean wt CN_19,Coordination fingerprint,0.000236091975,0.000417002389,0.000229706420,0.000241749658,0.000330036768,0.000290917436,0.000081544204,250
mean wt CN_20,Coordination fingerprint,0.000558222120,0.000102780519,0.000275020371,0.000295276725,0.000209399659,0.000288139854,0.000168616127,251
MagpieData range NsUnfilled,Unfilled orbitals (comp),0.000156582915,0.000290982192,0.000339480845,0.000184598801,0.000130440923,0.000220417132,0.000090289912,252
std_dev wt CN_19,Coordination fingerprint,0.000127889449,0.000214358137,0.000175234934,0.000209458012,0.000177222275,0.000180832547,0.000034607518,253
MagpieData minimum NdValence,d/p electron count (comp),0.000111322654,0.000202976997,0.000318822073,0.000051652263,0.000118615848,0.000160677970,0.000103550155,254
MagpieData maximum Row,Atomic size (comp),0.000019985317,0.000105439583,0.000106582738,0.000332548487,0.000174757108,0.000147862636,0.000116927898,255
MagpieData minimum NpUnfilled,Unfilled orbitals (comp),0.000158289637,0.000141109136,0.000170274769,0.000134419373,0.000099741337,0.000140766846,0.000026931699,256
mean wt CN_22,Coordination fingerprint,0.000133943933,0.000178551985,0.000160140058,0.000138569885,0.000053799682,0.000133001100,0.000047739322,257
std_dev wt CN_22,Coordination fingerprint,0.000281068555,0.000062620886,0.000109023611,0.000139260446,0.000060452650,0.000130485234,0.000090447604,258
mean wt CN_24,Coordination fingerprint,0.000114644208,0.000202744064,0.000082159080,0.000135420254,0.000104073413,0.000127808205,0.000046080910,259
std_dev wt CN_20,Coordination fingerprint,0.000140022879,0.000048448743,0.000176524001,0.000097231678,0.000147558720,0.000121957200,0.000049935425,260
crystal_system_cubic,Global symmetry,0.000150605993,0.000187754922,0.000155551475,0.000051962936,0.000057024772,0.000120580007,0.000062017345,261
MagpieData mode NsValence,d/p electron count (comp),0.000160860669,0.000021984073,0.000023212071,0.000207091492,0.000024882689,0.000087606204,0.000089484718,262
mean wt CN_21,Coordination fingerprint,0.000106086831,0.000045405908,0.000058699159,0.000077559205,0.000115091600,0.000080568541,0.000029861185,263
std_dev wt CN_24,Coordination fingerprint,0.000194403445,0.000021623517,0.000075484655,0.000062094747,0.000024197418,0.000075560754,0.000070449169,264
MagpieData minimum NpValence,d/p electron count (comp),0.000035655132,0.000022112879,0.000084271123,0.000106487969,0.000037663347,0.000057238089,0.000036190850,265
std_dev wt CN_21,Coordination fingerprint,0.000065388776,0.000058151050,0.000063899970,0.000028067070,0.000070549606,0.000057211291,0.000016880382,266
MagpieData mode NdValence,d/p electron count (comp),0.000075146185,0.000021904272,0.000027897095,0.000037887756,0.000044375844,0.000041442232,0.000020750900,267
mean wt CN_23,Coordination fingerprint,0.000013388894,0.000004443873,0.000085637461,0.000022257771,0.000005081826,0.000026161963,0.000034028577,268
MagpieData mode NsUnfilled,Unfilled orbitals (comp),0.000000000000,0.000001570851,0.000020449874,0.000016078551,0.000035697507,0.000014759357,0.000014699521,269
MagpieData mode Row,Atomic size (comp),0.000007608041,0.000028758624,0.000001273969,0.000000000000,0.000030609663,0.000013650060,0.000014932302,270
MagpieData mode NfUnfilled,Unfilled orbitals (comp),0.000000000000,0.000001480147,0.000000000000,0.000032706543,0.000015475955,0.000009932529,0.000014301559,271
std_dev wt CN_23,Coordination fingerprint,0.000023360059,0.000000502859,0.000023297154,0.000002391048,0.000000000000,0.000009910224,0.000012281664,272
MagpieData mode NfValence,d/p electron count (comp),0.000000000000,0.000007284576,0.000000000000,0.000000000000,0.000040268184,0.000009510552,0.000017480979,273
MagpieData minimum Row,Atomic size (comp),0.000027160675,0.000000780660,0.000000000000,0.000009883915,0.000003226499,0.000008210349,0.000011284553,274
MagpieData maximum NsValence,d/p electron count (comp),0.000018556319,0.000000000000,0.000005502059,0.000002470988,0.000000000000,0.000005305873,0.000007745223,275
MagpieData minimum NsUnfilled,Unfilled orbitals (comp),0.000006120716,0.000000000000,0.000020254953,0.000000000000,0.000000000000,0.000005275134,0.000008783381,276
MagpieData mode GSmagmom,Magnetic moment (comp),0.000000000000,0.000000000000,0.000000000000,0.000004796821,0.000000000000,0.000000959364,0.000002145204,277
MagpieData mode NdUnfilled,Unfilled orbitals (comp),0.000000000000,0.000000595435,0.000001252140,0.000000000000,0.000000000000,0.000000369515,0.000000556707,278
MagpieData minimum NfValence,d/p electron count (comp),0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,279
MagpieData minimum NdUnfilled,Unfilled orbitals (comp),0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,280
MagpieData minimum NfUnfilled,Unfilled orbitals (comp),0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,281
MagpieData minimum GSmagmom,Magnetic moment (comp),0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,282
crystal_system_nan,Global symmetry,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,283
